scenario,model,seed,step,alive_population,births_this_step,deaths_this_step,p_one_alive,shannon_diversity_alive,theta_mean_alive,theta_std_alive,mean_resource_score_alive,opposite_interaction_rate
basis_selection,quantum,14,6,63,19,1,0.6190476190476191,0.9587118829771318,1.8203973598682037,0.48386711589805065,0.6988347987755394,0.45454545454545453
basis_selection,quantum,14,7,66,13,10,0.6060606060606061,0.9672947789468944,1.8039827497712444,0.48356594147485765,0.7019022919960236,0.5094339622641509
basis_selection,quantum,14,8,80,18,4,0.5875,0.9777945702913884,1.7884192768979787,0.44052721929325056,0.7206001391410388,0.4838709677419355
basis_selection,quantum,14,9,80,14,14,0.5375,0.9959386076315955,1.8119348750339548,0.42430420872293473,0.7202732829500189,0.5909090909090909
basis_selection,quantum,14,10,80,13,13,0.5875,0.9777945702913884,1.8473487110435607,0.4121740226785016,0.7197538475177828,0.4925373134328358
basis_selection,quantum,14,11,80,11,11,0.5625,0.9886994082884974,1.7946123042991005,0.45221431036002047,0.7166637026853295,0.5507246376811594
basis_selection,quantum,14,12,80,15,15,0.525,0.99819587904281,1.804405003049196,0.45113226829744457,0.7145895063420469,0.5538461538461539
basis_selection,quantum,14,13,80,10,10,0.525,0.99819587904281,1.80709905831393,0.4626032263261091,0.7096373610218893,0.5714285714285714
basis_selection,quantum,14,14,80,13,13,0.55,0.9927744539878084,1.763492587614102,0.4459431200182944,0.7237065049595502,0.373134328358209
basis_selection,quantum,14,15,80,13,13,0.575,0.9837082626231857,1.7870625170022145,0.42956424873488425,0.7247793936255535,0.5373134328358209
basis_selection,quantum,14,16,80,14,14,0.5625,0.9886994082884974,1.8144930460407653,0.4301656577659917,0.7184098843591007,0.42424242424242425
basis_selection,quantum,14,17,80,15,15,0.55,0.9927744539878084,1.8239634967667864,0.44342233654548163,0.7106753448182846,0.47692307692307695
basis_selection,quantum,14,18,80,12,12,0.575,0.9837082626231857,1.8465701225529974,0.478314515128813,0.6925882948160057,0.4852941176470588
basis_selection,quantum,14,19,80,15,15,0.5875,0.9777945702913884,1.832673422284581,0.46774446720643253,0.7077805848637525,0.3230769230769231
basis_selection,quantum,14,20,80,8,8,0.6,0.9709505944546686,1.8284213170801187,0.45883050857589797,0.707450535951544,0.5277777777777778
basis_selection,quantum,14,21,80,17,17,0.525,0.99819587904281,1.877990836747783,0.429502937206272,0.7079723192781746,0.4603174603174603
basis_selection,quantum,14,22,80,14,14,0.525,0.99819587904281,1.8805448547497143,0.3732125202323475,0.7261585493247406,0.5606060606060606
basis_selection,quantum,14,23,80,12,12,0.525,0.99819587904281,1.9024291885970022,0.3762749413632537,0.7181791227682053,0.6029411764705882
basis_selection,quantum,14,24,80,12,12,0.5875,0.9777945702913884,1.8912011813683343,0.3550953303160198,0.7244813770682637,0.4852941176470588
basis_selection,quantum,14,25,80,11,11,0.6,0.9709505944546686,1.8968417637820614,0.31895313792122293,0.7317925929138113,0.6231884057971014
basis_selection,quantum,14,26,80,7,7,0.65,0.934068055375491,1.897574524679389,0.3359859819414617,0.7293942617371549,0.3835616438356164
basis_selection,quantum,14,27,80,16,16,0.625,0.9544340029249649,1.9219548759986207,0.34940774962611637,0.7148370007795288,0.453125
basis_selection,quantum,14,28,80,6,6,0.65,0.934068055375491,1.9164849833231579,0.3521375263585343,0.7130042934515665,0.5540540540540541
basis_selection,quantum,14,29,80,9,9,0.6125,0.9631672450918831,1.9061919559933003,0.35468786886891107,0.714860982011156,0.49295774647887325
basis_selection,quantum,14,30,80,13,13,0.6125,0.9631672450918831,1.9225573990806901,0.3608260156104666,0.7099731230055266,0.44776119402985076
basis_selection,quantum,14,31,80,9,9,0.6125,0.9631672450918831,1.924452596601847,0.4013548630223604,0.7030739304849232,0.43661971830985913
basis_selection,quantum,14,32,80,8,8,0.6,0.9709505944546686,1.9276771880910293,0.3998995260436839,0.7021443618095583,0.4166666666666667
basis_selection,quantum,14,33,80,14,14,0.625,0.9544340029249649,1.9546314359674875,0.3601550174423632,0.7049992886242467,0.4090909090909091
basis_selection,quantum,14,34,80,13,13,0.625,0.9544340029249649,1.9208173262963295,0.38891032294511196,0.7087457932348522,0.44776119402985076
basis_selection,quantum,14,35,80,12,12,0.6,0.9709505944546686,1.9630296636668987,0.3492224683666401,0.7076473461327938,0.4411764705882353
basis_selection,quantum,14,36,80,11,11,0.6125,0.9631672450918831,1.9857911065753426,0.33668476175474665,0.7023939886575672,0.4927536231884058
basis_selection,quantum,14,37,80,12,12,0.575,0.9837082626231857,1.9447557589793552,0.33363068476310553,0.7184289749325419,0.47058823529411764
basis_selection,quantum,14,38,80,13,13,0.575,0.9837082626231857,1.9292177680912843,0.32152186430805285,0.7272862980490048,0.47761194029850745
basis_selection,quantum,14,39,80,10,10,0.55,0.9927744539878084,1.9271708947257793,0.3661551195943762,0.7184893050894778,0.5857142857142857
basis_selection,quantum,14,40,80,18,18,0.5875,0.9777945702913884,1.9894242535035833,0.27406927259273056,0.7187981551706125,0.5967741935483871
basis_selection,quantum,14,41,80,11,11,0.5875,0.9777945702913884,2.009762962873236,0.28788181190290524,0.711270196148649,0.43478260869565216
basis_selection,quantum,14,42,80,13,13,0.6,0.9709505944546686,2.042683037374998,0.25577677891558653,0.7033474462503762,0.5223880597014925
basis_selection,quantum,14,43,80,4,4,0.6125,0.9631672450918831,2.0535731201867793,0.2683370789324225,0.6964236965593539,0.4473684210526316
basis_selection,quantum,14,44,80,7,7,0.6,0.9709505944546686,2.03613427340268,0.2575019194651555,0.7065499548626468,0.410958904109589
basis_selection,quantum,14,45,80,10,10,0.575,0.9837082626231857,2.022288688665797,0.2515416081508895,0.7108923540814509,0.5428571428571428
basis_selection,quantum,14,46,80,10,10,0.55,0.9927744539878084,2.0029299958950455,0.26566533124619107,0.7161999492542426,0.42857142857142855
basis_selection,quantum,14,47,80,15,15,0.5625,0.9886994082884974,1.9936375615508042,0.2602194722393375,0.7214584150516654,0.4
basis_selection,quantum,14,48,80,10,10,0.5875,0.9777945702913884,2.0107306819173365,0.2651335278283425,0.7133019565562165,0.4857142857142857
basis_selection,quantum,14,49,80,8,8,0.6125,0.9631672450918831,2.032237026646854,0.26005738970754616,0.705680204052265,0.4722222222222222
basis_selection,quantum,14,50,80,14,14,0.575,0.9837082626231857,2.0437528501063618,0.27038140693421725,0.6949613542012857,0.4696969696969697
basis_selection,quantum,14,51,80,11,11,0.575,0.9837082626231857,2.037590719995051,0.27008795420372406,0.6941307374981693,0.4782608695652174
basis_selection,quantum,14,52,80,15,15,0.575,0.9837082626231857,2.0506850036830095,0.2765924434121522,0.6895221986783502,0.5076923076923077
basis_selection,quantum,14,53,80,7,7,0.5625,0.9886994082884974,2.0611932349778286,0.2798002991246374,0.6841909579355713,0.5205479452054794
basis_selection,quantum,14,54,80,11,11,0.5625,0.9886994082884974,2.085917973622401,0.3083129824727715,0.6655136490256994,0.5217391304347826
basis_selection,quantum,14,55,80,10,10,0.5875,0.9777945702913884,2.123805693403815,0.3381936604222685,0.6453347004960402,0.5714285714285714
basis_selection,quantum,14,56,80,10,10,0.5875,0.9777945702913884,2.1325841656208917,0.34327630165591644,0.6415643281537327,0.44285714285714284
basis_selection,quantum,14,57,80,11,11,0.6,0.9709505944546686,2.1245835723672832,0.3497867397584943,0.6437971556042749,0.463768115942029
basis_selection,quantum,14,58,80,16,16,0.6625,0.9224062617590723,2.1655615466719893,0.36682789364825547,0.6184260987186925,0.546875
basis_selection,quantum,14,59,80,17,17,0.65,0.934068055375491,2.1917195175678588,0.3816931500311243,0.5962150010783531,0.36507936507936506
basis_selection,quantum,14,60,80,12,12,0.6625,0.9224062617590723,2.202402816812045,0.39469630450569804,0.5886984716194547,0.3382352941176471
basis_selection,quantum,14,61,80,11,11,0.6375,0.9447388286467892,2.2116129592224154,0.40355234639469667,0.5806908870198104,0.4782608695652174
basis_selection,quantum,14,62,80,17,17,0.6625,0.9224062617590723,2.245828525172611,0.3850359272699932,0.5653200094551372,0.42857142857142855
basis_selection,quantum,14,63,80,9,9,0.675,0.9097361225311661,2.2673352273139615,0.3740100734122724,0.5577080441965612,0.43661971830985913
basis_selection,quantum,14,64,80,12,12,0.7125,0.8654698974285928,2.273361218884099,0.3810587038031632,0.5521913085906126,0.5882352941176471
basis_selection,quantum,15,0,24,0,0,0.4583333333333333,0.9949848281859701,1.507087991948075,0.7448697064095847,0.6105417361789208,0.0
basis_selection,quantum,15,1,26,3,1,0.46153846153846156,0.9957274520849256,1.6135622771555787,0.7227276210508357,0.6213227855848605,0.391304347826087
basis_selection,quantum,15,2,32,8,2,0.46875,0.9971803988942642,1.7407255953605487,0.7071936043203558,0.6159182667667743,0.4583333333333333
basis_selection,quantum,15,3,37,6,1,0.4594594594594595,0.9952525494396791,1.8029939059861724,0.7173292563491803,0.5974599068218809,0.3225806451612903
basis_selection,quantum,15,4,43,9,3,0.4883720930232558,0.9996098363678071,1.823498609931137,0.7599996810838171,0.5693217863952528,0.5294117647058824
basis_selection,quantum,15,5,45,8,6,0.5333333333333333,0.9967916319816366,1.8503589953908706,0.6825073818078825,0.6052463822264208,0.40540540540540543
basis_selection,quantum,15,6,46,10,9,0.5434782608695652,0.9945386816500111,1.8616099257019478,0.7032983509900048,0.5934069874788627,0.5
basis_selection,quantum,15,7,58,16,4,0.5517241379310345,0.9922666387194963,1.9312552994713286,0.6727703522385378,0.597220654444747,0.5
basis_selection,quantum,15,8,65,14,7,0.5846153846153846,0.9792415350396868,1.9657031924696913,0.6273477230824855,0.6049679766918513,0.5882352941176471
basis_selection,quantum,15,9,77,18,6,0.5324675324675324,0.9969562518473082,1.9893874023260107,0.6106877304392374,0.6033534616350694,0.5423728813559322
basis_selection,quantum,15,10,80,12,9,0.5375,0.9959386076315955,2.0158164682740347,0.5900865707293206,0.6026899507779978,0.5294117647058824
basis_selection,quantum,15,11,80,10,10,0.6,0.9709505944546686,2.0403009205882014,0.5894021120032287,0.5898332989166778,0.44285714285714284
basis_selection,quantum,15,12,80,7,7,0.6,0.9709505944546686,2.057841260317433,0.571171335842696,0.5909239617101694,0.5342465753424658
basis_selection,quantum,15,13,80,11,11,0.6375,0.9447388286467892,2.0754085711078516,0.5787106887443589,0.5795347786319931,0.463768115942029
basis_selection,quantum,15,14,80,6,6,0.65,0.934068055375491,2.084794075136452,0.5834093852917838,0.5736608264663047,0.5135135135135135
basis_selection,quantum,15,15,80,16,16,0.6875,0.8960382325345575,2.1683831264252653,0.5406140051571936,0.5538478837072803,0.359375
basis_selection,quantum,15,16,80,10,10,0.6625,0.9224062617590723,2.229451442143012,0.5023726424983526,0.5357583754736635,0.34285714285714286
basis_selection,quantum,15,17,80,14,14,0.7,0.8812908992306927,2.308703950707568,0.4489898503865692,0.5047444398755021,0.4393939393939394
basis_selection,quantum,15,18,80,11,11,0.7125,0.8654698974285928,2.3207729367757812,0.44346216628601204,0.4991916089935719,0.5362318840579711
basis_selection,quantum,15,19,80,7,7,0.725,0.8485481782946158,2.348222318695747,0.43428309164826134,0.485017277182889,0.547945205479452
basis_selection,quantum,15,20,80,9,9,0.675,0.9097361225311661,2.3656513892902256,0.4094685690985426,0.4812028528857605,0.4647887323943662
basis_selection,quantum,15,21,80,10,10,0.6875,0.8960382325345575,2.36521970943985,0.38309295734330767,0.4847186467515212,0.5285714285714286
basis_selection,quantum,15,22,80,15,15,0.6875,0.8960382325345575,2.4014087243871067,0.3486757855172712,0.4750069499170938,0.36923076923076925
basis_selection,quantum,15,23,80,12,12,0.6875,0.8960382325345575,2.423903614235523,0.34967668360572085,0.4672127302486718,0.5441176470588235
basis_selection,quantum,15,24,80,17,17,0.725,0.8485481782946158,2.433563193238805,0.3360404477419042,0.4609317250828406,0.4603174603174603
basis_selection,quantum,15,25,80,14,14,0.7375,0.8304955225035798,2.4222678429986266,0.3479320953548132,0.46790714254292254,0.3939393939393939
basis_selection,quantum,15,26,80,8,8,0.7,0.8812908992306927,2.418116026648161,0.35289558176869346,0.4702678845932196,0.3472222222222222
basis_selection,quantum,15,27,80,13,13,0.725,0.8485481782946158,2.4326566406127292,0.33959236551003485,0.4659738539772045,0.5223880597014925
basis_selection,quantum,15,28,80,13,13,0.75,0.8112781244591328,2.456616568710061,0.33321317576012127,0.4486702054488421,0.3283582089552239
basis_selection,quantum,15,29,80,10,10,0.7625,0.79085809055281,2.4559999901927396,0.33947792277798955,0.44949126180866317,0.4
basis_selection,quantum,15,30,80,10,10,0.7875,0.7462343013654811,2.4631592258741515,0.3411608237446308,0.44435677734611884,0.37142857142857144
basis_selection,quantum,15,31,80,7,7,0.8,0.7219280948873623,2.4792624854730745,0.3361616184805855,0.4325315853030913,0.3835616438356164
basis_selection,quantum,15,32,80,9,9,0.7875,0.7462343013654811,2.4791429843046324,0.3257822108015925,0.43393973993140317,0.36619718309859156
basis_selection,quantum,15,33,80,12,12,0.775,0.7691928290130137,2.4558414845628813,0.32546083656990876,0.4452853397733604,0.4411764705882353
basis_selection,quantum,15,34,80,17,17,0.7625,0.79085809055281,2.454413514152037,0.3309556814922015,0.44020829797006195,0.36507936507936506
basis_selection,quantum,15,35,80,13,13,0.7625,0.79085809055281,2.458085524867222,0.32514489448526895,0.44393862408193374,0.43283582089552236
basis_selection,quantum,15,36,80,13,13,0.7375,0.8304955225035798,2.44273264360315,0.35614119166421576,0.45379254401728647,0.3283582089552239
basis_selection,quantum,15,37,80,15,15,0.775,0.7691928290130137,2.444658802051099,0.3409733263435494,0.444437048294296,0.4461538461538462
basis_selection,quantum,15,38,80,8,8,0.775,0.7691928290130137,2.457296815885662,0.3276692400864451,0.43989385679948667,0.3472222222222222
basis_selection,quantum,15,39,80,11,11,0.75,0.8112781244591328,2.4626440760335964,0.3103856486577931,0.4386573158479785,0.3188405797101449
basis_selection,quantum,15,40,80,9,9,0.7375,0.8304955225035798,2.435712266685395,0.31120516048287555,0.45669611335548305,0.38028169014084506
basis_selection,quantum,15,41,80,13,13,0.75,0.8112781244591328,2.4289531489182092,0.3077719244023806,0.4610377819249565,0.4626865671641791
basis_selection,quantum,15,42,80,16,16,0.7625,0.79085809055281,2.4358560494062904,0.2975844917269585,0.4675674629256731,0.34375
basis_selection,quantum,15,43,80,9,9,0.75,0.8112781244591328,2.441021450282522,0.2788111502135905,0.4653399610514587,0.39436619718309857
basis_selection,quantum,15,44,80,11,11,0.7375,0.8304955225035798,2.434482306651379,0.28714692138197156,0.46858442658583643,0.391304347826087
basis_selection,quantum,15,45,80,8,8,0.675,0.9097361225311661,2.442227770316682,0.2758838995777698,0.46209361177196345,0.4444444444444444
basis_selection,quantum,15,46,80,8,8,0.6625,0.9224062617590723,2.4478119422686015,0.28847597273613096,0.45629836873226176,0.5694444444444444
basis_selection,quantum,15,47,80,10,10,0.6875,0.8960382325345575,2.4607015017960108,0.26875572922598134,0.4444131966234379,0.42857142857142855
basis_selection,quantum,15,48,80,13,13,0.6875,0.8960382325345575,2.4460456216943016,0.28928789117951176,0.45507061011414845,0.44776119402985076
basis_selection,quantum,15,49,80,13,13,0.7,0.8812908992306927,2.4631318278913055,0.28159684108870636,0.4504501903115381,0.3582089552238806
basis_selection,quantum,15,50,80,13,13,0.675,0.9097361225311661,2.4736745864381704,0.29393124864666054,0.44134821255306134,0.47761194029850745
basis_selection,quantum,15,51,80,19,19,0.725,0.8485481782946158,2.51383671188484,0.2887667680073443,0.4172351231340056,0.47540983606557374
basis_selection,quantum,15,52,80,15,15,0.7375,0.8304955225035798,2.4896149610306506,0.29131330361722957,0.4272681499659143,0.4153846153846154
basis_selection,quantum,15,53,80,10,10,0.7,0.8812908992306927,2.5040060476844834,0.26636361506037726,0.41868226549484755,0.37142857142857144
basis_selection,quantum,15,54,80,11,11,0.7625,0.79085809055281,2.523963449917923,0.2716879639499432,0.4051628675700771,0.30434782608695654
basis_selection,quantum,15,55,80,8,8,0.75,0.8112781244591328,2.511270137095232,0.2793548194281789,0.4170663367487757,0.4166666666666667
basis_selection,quantum,15,56,80,16,16,0.7125,0.8654698974285928,2.555755052896415,0.25017722612736154,0.38715287188038505,0.40625
basis_selection,quantum,15,57,80,16,16,0.75,0.8112781244591328,2.6026119377880774,0.19991579934267215,0.3606903291149347,0.390625
basis_selection,quantum,15,58,80,11,11,0.7625,0.79085809055281,2.6016554972634616,0.19037937456978765,0.3593508057882904,0.34782608695652173
basis_selection,quantum,15,59,80,5,5,0.775,0.7691928290130137,2.601655497263461,0.19037937456978768,0.3594361403166717,0.26666666666666666
